InventoryID,DateKey,ProductKey,WarehouseKey,OpeningStock,ClosingStock,StockIn,StockOut,InventoryValue
2405,1066,125,21,1080,4671,86,139,3910166.68
2406,449,149,2,4135,646,795,1292,3244778.07
2407,845,226,43,4303,955,18,544,1153429.17
2408,437,46,42,1346,473,918,648,171832.84
2409,80,285,5,567,543,1889,1916,2550094.41
2410,329,281,41,4522,3647,1390,737,4675876.45
2411,770,168,12,2331,822,1581,1565,2792465.6
2412,173,4,17,3904,1353,824,782,2445851.39
2413,917,51,45,2194,4760,524,1247,2070892.34
2414,903,200,28,2243,1743,865,643,3864680.33
2415,514,29,42,401,120,261,1556,2936457.74
2416,220,198,10,288,1185,713,916,4557144.1
2417,75,117,9,4999,3049,1091,1383,4129504.2
2418,1079,3,6,1393,3560,255,373,3755453.3
2419,469,49,14,2160,2312,871,1679,2461107.32
2420,1017,99,36,889,1291,114,90,2779939.99
2421,163,79,27,1538,4898,1599,1949,3434955.58
2422,275,262,48,1925,2553,555,930,211769.99
2423,843,237,46,1637,1833,186,1367,1227241.33
2424,1043,245,9,3213,2747,1020,1779,800528.73
2425,917,226,32,2780,1679,1378,1510,526338.26
2426,991,46,6,3303,2785,1623,1955,4066178.34
2427,117,266,32,2325,444,1199,159,2343362.3
2428,929,30,44,1466,1880,1021,1417,4971797.9
2429,1043,203,12,3774,2864,346,1965,752203.18
2430,533,193,44,627,3906,368,542,2578471.35
2431,555,175,14,3244,755,356,898,3404673.64
2432,928,83,49,4014,658,120,123,231495.66
2433,372,115,40,2952,1041,44,788,461522.14
2434,71,245,15,3012,1821,296,633,1339478.68
2435,307,256,10,1277,4691,1611,1856,4450098.8
2436,58,146,45,3780,3192,820,130,1302655.24
2437,623,117,26,1553,2222,28,1951,3189432.28
2438,424,237,1,2610,915,1665,1284,1783621.09
2439,791,215,36,2953,400,1900,372,4436612.01
2440,29,13,20,3988,1854,710,1010,1884772.19
2441,354,95,16,316,211,807,950,3070573.3
2442,1036,20,15,408,4771,1219,816,532274.18
2443,711,211,2,3018,4900,1407,1378,1966481.5
2444,40,249,34,37,166,386,476,1477519.38
2445,176,33,2,3533,4194,33,654,2902334.72
2446,737,251,29,838,4664,521,569,4721761.46
2447,178,62,39,3370,1,1647,63,3296413.96
2448,749,114,44,2526,1425,1581,656,4526011.68
2449,300,257,10,3389,947,1229,534,358368.26
2450,92,231,31,3716,2120,213,1308,4704272.43
2451,53,78,46,2457,898,107,644,3303791.49
2452,175,221,14,1656,3630,366,211,1357866.7
2453,409,299,43,4972,2709,680,1369,125514.28
2454,722,125,29,4206,4459,1814,1220,2141282.75
2455,593,168,5,3502,985,1022,284,4867172.25
2456,560,207,33,3907,1035,1312,506,2106071.11
2457,715,7,13,2887,1394,1363,1397,3848882.98
2458,640,200,50,628,773,1077,826,578604.94
2459,500,294,8,3970,91,1109,1419,655434.22
2460,45,141,9,1224,1291,111,836,30857.06
2461,186,266,29,4882,37,916,1638,1489722.76
2462,796,66,30,2377,4947,1670,1048,630083.66
2463,900,18,13,4341,4899,1024,1757,3265322.07
2464,366,206,5,3301,4301,806,452,3388500.12
2465,612,165,25,4047,4002,591,1616,2411465.98
2466,202,39,45,1607,1486,478,769,1174644.47
2467,839,18,35,217,3294,58,751,691550.23
2468,1032,275,29,3133,1537,414,994,1593397.8
2469,1031,4,13,2540,352,1625,59,532863.63
2470,168,204,46,1731,1415,1086,1085,4717487.59
2471,691,112,42,2302,2054,156,434,2535071.25
2472,44,295,27,2558,4344,452,1460,1263613.93
2473,549,24,43,4721,3070,86,1713,2537901.63
2474,815,238,47,3635,1783,1042,982,165945.89
2475,417,81,22,582,4656,1281,1669,132773.73
2476,560,217,20,58,3616,842,1522,3798671.37
2477,94,30,12,4529,4371,1657,1317,222259.92
2478,222,194,2,2681,2431,1519,1536,3517818.52
2479,568,92,33,2252,3382,38,1698,959713.12
2480,143,141,14,2140,1620,80,450,1492694.98
2481,724,139,11,3090,3751,1841,325,2410166.27
2482,816,170,28,1198,4827,190,356,264685.78
2483,825,167,43,3196,3517,721,1237,4681983.5
2484,555,229,13,4317,64,734,735,425293.99
2485,980,206,9,2437,4330,1512,11,1638744.1
2486,542,170,43,3512,3996,417,1253,2214379.59
2487,441,282,28,2599,4570,1563,352,3941727.07
2488,26,174,12,1553,1857,1833,1003,3283675.27
2489,745,81,29,1606,1351,1146,1886,1028980.29
2490,1094,22,14,2537,2463,784,193,1831844.56
2491,324,31,38,764,3974,1823,1603,3417385.31
2492,759,251,23,40,2751,229,1896,3365524.35
2493,673,222,46,3183,1898,248,1441,3540474.48
2494,716,5,35,1066,760,1366,68,4047403.56
2495,997,219,21,2593,3669,1756,609,2227564.6
2496,71,74,43,4784,3236,37,640,4274493.36
2497,1042,65,29,1369,3610,917,908,3932406.37
2498,745,286,31,2565,4521,579,510,3414890.62
2499,624,225,38,1898,3409,120,1089,870837.49
2500,549,53,31,1648,3925,1205,1023,71216.53
2501,213,208,10,4986,3201,879,1383,2832249.71
2502,823,83,5,2073,4791,1451,116,370422.5
2503,828,60,46,2658,4151,1149,360,3236780.09
2504,164,272,44,4689,673,1308,625,370631.41
2505,306,132,19,2617,1019,1857,496,2340310.41
2506,638,182,47,1759,4428,531,1559,3525705.97
2507,514,2,40,2846,2785,1866,1319,1514992.94
2508,87,137,46,368,250,698,546,4063612.99
2509,678,197,24,153,3736,153,457,1761224.86
2510,1071,97,43,842,1076,1515,1029,4323479.85
2511,905,219,48,3901,2626,651,1817,1826831.27
2512,402,117,36,375,2097,1017,724,1904548.85
2513,89,224,7,1248,2690,153,1364,1019458.33
2514,82,289,35,2705,696,1097,1259,2055269.64
2515,275,90,2,2758,3611,1969,1660,4406443.21
2516,332,281,40,4544,2438,1518,259,1295549.41
2517,243,159,30,4231,3933,106,701,1368113.02
2518,703,118,39,4173,81,1080,1692,3539217.18
2519,190,259,44,1721,4449,1017,1456,4345081.77
2520,42,33,49,1627,4767,1455,1656,4541621.29
2521,843,86,25,12,1749,258,1621,3506590.12
2522,205,162,41,1715,1064,783,2,3573229.6
2523,675,190,6,2498,1765,1402,1694,2528967.88
2524,875,229,30,1230,798,146,1603,2918404.08
2525,904,131,32,4974,914,951,148,4419254.08
2526,320,274,38,3304,149,652,1709,2016813.83
2527,318,118,11,3926,2107,686,1608,1932076.22
2528,950,193,41,566,2543,1224,948,1798604.51
2529,618,188,40,3380,4386,580,1822,3757914.55
2530,573,143,29,500,4127,31,676,4799836.59
2531,1088,204,48,4229,4615,70,1393,1573014.13
2532,231,243,33,4327,3631,1353,1381,819124.5
2533,489,105,2,234,274,135,602,2550359.57
2534,915,79,13,1155,4468,1552,203,1125152.73
2535,525,43,40,905,42,283,1824,3968403.41
2536,476,83,6,702,126,435,1877,2043162.53
2537,752,221,20,2683,1369,352,1160,4568064.22
2538,883,210,35,3750,4884,694,890,4075375.09
2539,437,294,41,550,548,34,20,3511113.32
2540,470,129,11,4863,2328,1991,330,586803.12
2541,98,77,18,1409,3901,1839,1879,4254673.62
2542,721,193,12,4261,3585,1355,1577,4115795.2
2543,295,199,40,1732,3782,1568,1339,1888899.77
2544,951,53,10,3332,1195,374,837,3825346.14
2545,237,217,12,1940,1610,659,1573,4782002.29
2546,598,66,14,4824,2380,331,1413,2948128.35
2547,583,102,29,1499,13,1356,1104,4116185.47
2548,100,48,9,1677,4917,1245,902,3441495.65
2549,788,283,17,1231,3982,1057,974,1819215.17
2550,336,190,3,4891,4400,1055,1938,1204693.85
2551,898,165,36,4922,1474,526,106,3893426.05
2552,340,47,28,3575,3807,1446,1362,1477617.04
2553,381,218,46,3862,1695,1826,31,4416129.37
2554,429,6,16,2953,4222,872,556,1183494.45
2555,768,75,42,4591,4254,1955,1846,556359.64
2556,1010,109,44,4848,1755,1089,1085,2139292.31
2557,300,234,5,2395,368,1018,389,2387543.99
2558,515,64,7,5,1730,781,1294,439129.14
2559,70,35,32,1354,2426,184,962,2531340.94
2560,276,46,21,4091,2321,556,1924,1488162.09
2561,874,28,3,3822,2439,492,268,3792338.16
2562,1052,125,48,3332,3574,1632,976,3278630.51
2563,418,98,1,3926,3495,1554,449,2737447.62
2564,540,281,23,1750,1395,229,211,3767209.87
2565,885,259,1,2494,392,1300,43,4941392.06
2566,414,298,44,4044,1106,1731,1524,540382.04
2567,233,179,46,2870,243,1984,34,3018035.11
2568,439,298,33,3419,4850,1402,1447,4054209.86
2569,910,181,13,678,2266,422,629,1978300.84
2570,407,32,3,1482,28,1300,1086,1286855.94
2571,154,141,35,762,1414,1320,658,1001252.98
2572,74,181,8,4995,526,1357,222,2344862.07
2573,304,54,31,1555,4589,1335,1646,3573418.13
2574,711,238,44,4077,98,57,724,1453547.49
2575,675,35,34,1965,2634,893,177,3744202.94
2576,577,208,22,2622,1026,1053,1305,3548170.97
2577,798,129,2,2010,3245,897,1592,365899.6
2578,477,243,15,940,1935,1693,1143,3473720.19
2579,790,246,36,2810,2300,1674,251,4984326.09
2580,804,138,25,1872,3687,1666,99,3218259.26
2581,644,156,27,4331,631,789,1587,3768455.15
2582,563,148,24,2591,798,1391,924,477168.58
2583,230,107,2,3264,3521,658,1023,2234916.56
2584,391,41,35,1776,4984,859,278,3339761.35
2585,329,144,19,104,2150,304,1656,2686645.54
2586,669,22,12,3979,3258,475,12,3297413.6
2587,51,145,44,2032,3157,1085,891,2408859.33
2588,343,76,35,4106,1116,130,1765,4322858.3
2589,173,215,14,3616,472,1184,32,2559990.25
2590,891,129,37,107,1461,191,932,253075.62
2591,822,190,15,2679,2165,165,1651,2698853.97
2592,936,45,43,3578,2094,1650,1304,461969.12
2593,658,174,36,4578,1964,1526,454,124487.03
2594,977,246,49,2988,1135,739,256,2285402.56
2595,888,102,21,3281,1979,315,438,1141695.13
2596,120,76,21,2058,2240,545,1962,1625166.0
2597,506,131,19,3051,4481,703,1860,3378627.52
2598,824,195,28,3508,1685,1226,1473,4429203.39
2599,560,285,19,529,4911,1792,689,712346.69
2600,766,164,40,399,4630,94,828,3959481.55
2601,685,2,47,2427,4947,1032,992,951977.38
2602,660,58,41,2653,2018,27,334,4185700.27
2603,244,31,49,3462,3126,654,878,4283841.03
2604,181,299,30,548,1343,911,119,4651610.78
2605,328,35,20,1128,1142,174,1871,3739891.33
2606,1092,96,25,1865,2407,557,39,2249322.6
2607,431,191,2,3997,1402,1646,1978,1393207.29
2608,243,235,38,967,738,503,844,3789030.88
2609,539,79,16,17,2099,1518,294,3598404.56
2610,235,126,40,3481,3439,1782,1687,178749.62
2611,271,13,16,616,1713,669,1095,3148873.48
2612,225,22,31,2787,359,556,365,1754604.37
2613,946,10,8,4834,1269,1924,1149,2881041.2
2614,502,247,4,4414,1681,1500,1623,3994402.45
2615,752,171,6,4654,796,1558,1687,2715854.67
2616,559,231,28,4568,4092,1484,1977,3413117.02
2617,250,116,19,4622,2840,449,631,21509.72
2618,149,229,45,3259,282,1827,1601,2845973.83
2619,461,10,44,3427,4343,226,1082,2657636.24
2620,423,57,8,852,3046,1426,835,3573701.65
2621,309,121,48,2879,926,968,818,73028.37
2622,767,165,16,4097,3606,455,703,4454689.4
2623,404,156,35,929,4328,1778,1613,1885275.51
2624,252,123,34,407,4246,1954,217,4108742.99
2625,137,24,15,156,2806,1114,336,1206194.98
2626,1064,294,18,3283,382,138,1217,4599286.0
2627,878,21,14,550,4424,425,113,24208.22
2628,36,266,44,306,250,1044,413,4940684.61
2629,938,186,5,4237,3383,1263,1534,4210691.17
2630,20,171,48,2696,806,1174,1749,1479033.85
2631,271,20,12,3904,3944,241,1548,4407082.14
2632,819,173,8,4770,2899,1375,474,1448282.11
2633,678,261,12,157,919,382,1367,135207.83
2634,614,121,36,3515,2127,267,978,1697713.14
2635,51,255,28,4816,4863,403,385,795678.8
2636,569,278,30,2947,4191,1178,151,4045398.35
2637,884,199,40,4505,3323,712,376,3558027.61
2638,1004,275,20,2373,4847,1844,1124,3995433.31
2639,188,110,28,1752,3127,1979,1330,2473462.73
2640,834,38,30,4272,1256,1970,100,3249476.07
2641,191,135,28,3794,3184,1529,523,2309524.55
2642,423,117,17,2402,3559,288,1795,4243770.03
2643,509,200,2,4050,3248,1663,1992,126428.72
2644,860,177,49,4720,4944,766,966,4388197.57
2645,870,250,16,1989,1081,105,692,33654.47
2646,509,268,8,2151,681,759,1470,700409.41
2647,392,35,20,1361,3718,1030,122,4399942.53
2648,530,289,27,2260,310,1630,317,3494033.66
2649,211,178,9,3227,4435,1842,1463,2183593.53
2650,195,61,22,970,3859,404,1313,1281550.07
2651,47,139,23,2992,1478,1230,475,3733156.43
2652,157,293,45,855,4829,467,1699,1321091.08
2653,158,276,2,986,482,103,1741,3547682.13
2654,45,99,35,1229,1500,848,13,431454.76
2655,96,300,22,4438,4810,479,32,4185366.12
2656,75,11,31,2869,4800,1941,802,1976351.33
2657,695,295,22,4434,4171,876,1128,4418383.86
2658,95,154,34,231,2303,329,1026,4706942.06
2659,1036,164,16,1053,4502,809,184,2235381.87
2660,923,149,12,2436,2818,584,1632,4524592.4
2661,333,158,39,1867,1892,564,1783,1580640.97
2662,909,278,36,229,3638,268,946,3152225.74
2663,741,287,6,1420,2801,834,1095,2525838.7
2664,106,277,28,3265,3491,344,616,2897213.19
2665,51,74,2,1862,2121,1422,9,1608778.28
2666,933,229,40,4401,4728,904,616,3387262.65
2667,925,206,8,4036,1587,886,1981,189956.11
2668,983,100,35,1327,4546,653,981,61937.85
2669,839,6,22,2651,642,1072,500,145931.68
2670,982,230,21,465,1210,318,1923,3867125.25
2671,1009,65,34,529,1555,1181,932,1622669.34
2672,389,99,34,877,443,693,776,3015085.91
2673,749,165,29,3808,4419,734,60,596097.41
2674,102,130,33,3862,82,74,1206,1145916.85
2675,908,228,33,2716,1634,1489,1454,4595455.34
2676,704,85,14,4784,519,2,1103,3249684.96
2677,974,286,17,257,820,1899,1476,2590907.64
2678,1069,31,12,1046,4846,848,835,962942.67
2679,568,17,26,1893,4657,1664,479,1633452.75
2680,490,26,42,3652,4695,1942,574,28937.7
2681,915,223,31,444,1472,1383,1951,3952843.22
2682,590,100,5,745,2152,6,202,825880.0
2683,126,295,8,2507,4345,213,1627,4210473.24
2684,694,112,26,137,4769,548,1118,3839952.83
2685,178,45,3,2289,3070,1219,538,2203319.73
2686,901,129,16,4510,2017,957,1099,4320205.96
2687,83,63,25,3370,3356,1238,13,3868929.34
2688,160,228,25,4363,1324,1038,1864,418022.59
2689,656,238,31,4998,1413,199,350,1855326.96
2690,858,220,11,2635,4538,1242,649,3423464.31
2691,452,16,1,2018,4579,454,169,2659797.98
2692,663,63,45,4951,1018,1439,1675,4559009.22
2693,602,240,16,1481,2372,1398,494,2827404.62
2694,658,186,3,3986,2996,1554,1756,4002895.92
2695,342,61,18,428,199,371,577,2364067.15
2696,65,255,24,1319,337,828,1627,732688.02
2697,304,25,24,2288,391,1812,256,1322725.15
2698,865,3,31,3317,1199,1541,562,4026312.67
2699,501,150,7,3557,4635,1418,871,3478929.62
2700,1042,130,38,745,4047,884,901,4629838.49
2701,301,174,25,156,302,1292,681,1300568.54
2702,384,181,4,2534,3752,1899,472,3080436.07
2703,553,275,16,726,188,1614,339,1028712.64
2704,334,101,12,3482,2822,1339,1215,3761376.36
2705,562,256,11,4763,4896,1076,812,4814440.78
2706,29,124,26,1412,3293,1901,1819,4253028.08
2707,655,74,48,2002,2580,1984,511,1179052.76
2708,740,260,49,3061,855,1412,663,1392569.56
2709,31,96,21,1136,3963,1838,55,2946279.97
2710,1046,207,19,313,3471,331,275,3805580.99
2711,55,269,39,2894,301,1071,1488,1949919.89
2712,83,130,47,4501,3074,423,1430,3835752.69
2713,49,157,33,3870,275,66,1803,3252738.84
2714,522,33,17,1798,4646,1547,163,3260499.25
2715,8,157,42,2943,960,1816,835,3770637.54
2716,397,102,15,3223,4019,1488,676,4038841.02
2717,727,222,37,4413,2379,1290,693,1596019.04
2718,102,191,1,2063,4807,1946,188,3146732.46
2719,1003,136,19,282,4703,334,1044,3883703.9
2720,941,210,22,4566,190,1596,929,3288070.13
2721,1093,205,33,1207,4254,277,1632,3837109.23
2722,541,193,46,2978,4111,585,1682,4162662.72
2723,266,208,20,3874,3551,1521,269,3338855.01
2724,397,66,28,854,4751,1939,669,129518.3
2725,305,225,31,644,762,311,595,240750.88
2726,532,117,16,752,1500,302,1048,2744577.61
2727,999,170,28,4398,4047,871,1112,3162425.57
2728,292,197,23,1091,4973,1580,1014,3895920.04
2729,728,257,46,963,1414,1367,169,4064613.33
2730,334,31,46,3267,827,41,1157,1548644.48
2731,38,130,11,961,925,142,1473,3861084.11
2732,171,197,39,351,3205,1150,1141,4053026.18
2733,936,12,3,2579,884,1141,1732,4572875.61
2734,531,259,4,526,4902,1693,1926,1485367.09
2735,51,183,44,970,2043,1428,768,1442400.04
2736,61,156,3,2140,3490,139,899,2202876.88
2737,467,21,27,4577,1199,1607,1884,1520520.65
2738,769,61,27,2077,4188,367,1948,3742812.54
2739,576,27,32,1049,1144,1997,985,2949457.21
2740,396,196,35,3073,1733,937,1627,2595732.22
2741,1018,131,29,2115,3294,1408,1386,2218899.66
2742,375,87,40,4623,911,1128,1386,1296412.94
2743,98,244,14,2689,710,1896,1926,1926082.81
2744,278,2,42,1895,1703,1449,1313,501245.34
2745,27,91,20,3992,351,854,732,2638507.76
2746,694,269,1,2628,3018,1736,739,110014.26
2747,1030,13,43,1930,2664,1640,581,2731818.63
2748,965,214,2,436,3061,1284,488,1363196.67
2749,385,223,27,2655,3421,1747,498,1076557.14
2750,522,146,6,3365,473,1260,578,2267988.14
2751,556,2,41,2067,1537,1089,1560,3135452.06
2752,406,261,12,3383,2812,518,1761,2999719.21
2753,224,28,33,833,2102,1653,1480,2951875.98
2754,774,173,22,1980,4007,991,160,4388231.77
2755,195,63,44,2147,224,321,969,4432860.7
2756,547,89,33,2850,3820,1962,368,4400757.27
2757,590,173,5,2323,2139,188,258,2744919.33
2758,992,242,13,709,3182,1147,761,1446497.08
2759,280,253,10,2756,2535,1802,466,487034.11
2760,755,235,11,3235,2488,934,1216,2822393.86
2761,1027,237,21,2346,1278,957,1307,902600.95
2762,681,96,27,2937,857,1279,240,1681222.58
2763,125,152,2,1013,1252,1292,872,4536757.08
2764,156,21,4,572,2249,637,852,1202311.1
2765,119,32,15,2735,3240,1837,284,2665250.07
2766,1060,19,36,2611,693,1406,1712,3953466.44
2767,969,268,36,1631,512,1456,1699,465254.72
2768,574,211,11,509,2926,1953,1150,2276671.28
2769,626,286,36,3444,1822,287,299,3153444.64
2770,535,34,8,1749,3580,614,718,2730326.12
2771,1071,275,21,2311,976,659,1310,2336438.66
2772,863,206,9,2637,1335,1693,376,4893403.85
2773,233,62,47,1488,1372,771,672,3772032.89
2774,600,298,37,2890,638,1958,1380,1011766.74
2775,517,179,3,4938,2967,1096,368,634917.14
2776,190,134,8,4983,4257,1809,736,791805.75
2777,113,271,39,4204,1845,1649,462,3310816.0
2778,313,39,42,4216,192,30,920,3976100.83
2779,834,68,47,1615,2203,830,596,1226573.68
2780,982,289,15,2306,2034,1719,1144,4830816.49
2781,133,245,29,2269,1647,1146,882,3552019.01
2782,346,182,48,192,1705,1826,1928,2610448.27
2783,341,130,32,583,3519,131,920,2243464.31
2784,635,123,33,704,3690,138,617,3091823.37
2785,483,158,42,92,3356,1990,1907,4268211.92
2786,783,200,37,3652,129,923,1756,4070291.37
2787,1050,196,40,3285,1986,1129,1296,273926.09
2788,520,234,41,2401,2095,90,9,3861847.06
2789,429,47,22,4861,4697,1859,475,1135203.45
2790,400,291,49,3351,2214,312,1662,4706109.26
2791,614,207,13,3195,2290,1308,661,2457560.89
2792,689,193,13,3933,1349,1438,1783,768466.64
2793,1080,85,18,1201,2600,855,1651,1191477.43
2794,1047,184,28,1950,1302,1228,991,189761.61
2795,392,18,23,206,1718,412,284,4940137.79
2796,327,284,1,1229,2033,1078,723,2135277.21
2797,666,94,47,4372,3636,260,955,1374804.76
2798,220,156,45,2813,2214,179,865,2510013.4
2799,803,217,13,4375,4426,535,945,2637968.07
2800,589,247,34,531,910,1858,1918,739487.31
2801,978,2,44,1418,4036,1685,1498,1703648.37
2802,99,40,40,1963,1338,1391,1299,4882626.22
2803,1027,247,18,2527,4443,1469,1457,3554151.71
2804,1018,295,2,4525,4539,1137,1417,2411911.55
2805,1060,230,8,1732,4391,127,1167,4942138.43
2806,794,224,25,1781,4515,307,200,1306870.32
2807,1019,38,39,2506,1237,790,706,4957828.24
2808,82,49,29,3772,4526,602,454,1551233.3
2809,620,235,33,1449,3349,1038,452,3715932.82
2810,474,43,14,73,396,1129,55,1985664.15
2811,1031,257,29,676,3444,716,211,4166091.98
2812,58,205,1,1312,580,1031,1423,3590744.53
2813,418,166,31,2523,2602,1217,1048,3382508.5
2814,686,131,13,4403,4115,370,341,4785343.31
2815,941,291,2,2979,1899,1315,1191,678925.34
2816,300,290,48,4751,358,1376,1814,457730.31
2817,497,251,13,2405,2666,1565,540,4767254.36
2818,555,45,28,1387,2006,1075,146,4213909.73
2819,1034,165,3,4811,1443,318,944,1930900.98
2820,696,223,1,4568,1806,64,1762,781354.2
2821,46,226,44,2017,551,914,237,2147332.15
2822,588,130,39,4739,1267,1212,908,1783685.2
2823,113,160,7,4696,3959,1390,1733,3361853.06
2824,870,6,17,4732,3835,1450,1924,3456728.96
2825,273,35,27,198,2915,826,1939,2900163.98
2826,743,44,42,2421,1998,1992,732,318488.15
2827,624,119,17,2206,4822,157,1522,2783445.96
2828,575,100,5,1367,3560,614,110,969973.07
2829,867,162,50,4877,4146,1488,671,1819167.33
2830,695,267,47,3430,2250,1686,44,374623.84
2831,1014,49,19,2782,2158,881,1625,2899496.52
2832,435,138,6,2129,4576,307,221,4560869.2
2833,729,200,6,2536,3654,494,1012,2376722.4
2834,786,255,7,1281,1965,226,485,2445197.9
2835,503,287,12,867,4130,1112,447,2399570.29
2836,661,39,18,537,2468,1158,1219,2915816.38
2837,925,209,37,3073,4028,805,353,272584.49
2838,331,14,11,4783,4982,383,882,2506984.62
2839,214,180,18,2772,3187,785,1585,3086681.57
2840,98,197,36,3435,1150,1770,431,290413.69
2841,839,144,22,89,2421,352,320,4950578.27
2842,277,124,30,3990,3649,1572,1679,1972595.67
2843,627,265,28,1295,3201,751,490,2594465.12
2844,886,187,39,244,485,1353,803,2203300.01
2845,1060,253,23,454,3786,1974,1473,2047769.21
2846,214,27,10,2673,3911,603,527,1274762.11
2847,946,222,25,2841,512,1891,1231,4159065.89
2848,763,51,43,492,2851,1240,1588,1871173.61
2849,515,69,31,773,1220,1128,1088,2648438.34
2850,869,30,2,448,2963,900,983,4133188.04
2851,971,158,50,3132,1396,1991,742,3974686.43
2852,488,134,11,4691,2066,1006,453,1767460.43
2853,108,253,12,467,3340,1251,473,3633115.16
2854,418,59,40,213,4236,566,1200,4457477.96
2855,858,226,35,313,1851,173,1882,4070830.44
2856,279,8,44,678,249,601,954,2708216.63
2857,1000,253,23,3045,3450,1517,1699,876499.43
2858,26,148,40,1085,418,1251,1176,3752218.63
2859,1003,273,42,2367,3502,65,101,52154.76
2860,855,273,48,3774,874,1568,1902,3505048.27
2861,28,33,46,2922,3852,1447,1345,1368067.39
2862,756,300,12,2875,1169,594,820,4955505.11
2863,261,215,29,1340,2483,926,1991,1408771.48
2864,1040,298,10,313,2316,822,671,1816198.51
2865,350,62,34,1605,3331,1552,1646,875927.48
2866,16,261,31,2523,4938,4,221,2352448.13
2867,732,282,42,3371,2972,1874,1795,1194566.59
2868,856,205,46,899,333,498,214,1404459.41
2869,431,181,16,4804,4450,580,102,55853.45
2870,495,128,27,2133,167,1943,1981,843220.61
2871,1095,11,31,2691,3072,217,167,1741937.72
2872,972,67,6,320,1179,505,246,602950.67
2873,68,75,40,1557,2614,1177,802,2666175.6
2874,770,280,18,3795,1236,1400,1569,4600311.44
2875,632,87,33,2386,3277,932,57,3354013.12
2876,269,177,43,176,212,1383,852,107969.42
2877,780,212,29,1030,2744,975,1802,2860966.25
2878,701,17,41,3008,1638,469,1355,3769825.27
2879,328,275,6,4789,2608,1121,312,3681705.03
2880,766,249,17,2972,4718,1493,1935,301021.15
2881,113,10,42,866,1060,807,1236,2579763.18
2882,379,247,46,729,1175,155,736,286008.13
2883,936,111,37,4553,534,1041,351,3225196.05
2884,578,286,25,4561,3579,929,962,2735083.64
2885,390,266,29,1439,1974,1860,1663,2651308.55
2886,655,162,6,3680,2333,1692,413,3664385.04
2887,761,34,44,883,908,1521,52,4672724.1
2888,533,227,12,1682,3488,530,702,382366.34
2889,985,192,11,4454,4202,1125,1322,1072748.7
2890,272,76,18,1589,996,949,1589,2936163.84
2891,267,234,8,3602,3280,1192,899,132403.53
2892,826,150,1,620,2715,1153,1037,686286.78
2893,261,284,25,1843,3362,731,1837,1108157.03
2894,471,43,33,931,3422,1442,1517,821089.97
2895,1018,228,34,3438,1678,1197,226,3903091.69
2896,822,144,48,1947,3917,657,712,627878.27
2897,1089,2,36,2790,1114,1771,1203,3480627.16
2898,1050,125,5,3283,3458,1736,90,3381594.23
2899,19,15,10,2398,1505,329,1578,3929718.06
2900,423,73,2,4143,188,151,130,1993225.41
2901,373,68,3,3101,4654,1773,30,4146836.14
2902,1028,74,44,172,1047,210,1750,1095591.25
2903,191,22,44,462,1465,1176,1686,1831645.29
2904,1092,228,31,4442,4677,1078,4,4429817.5
2905,558,245,17,1591,2818,447,186,3238220.56
2906,57,67,10,44,3771,1492,825,2151997.28
2907,1061,220,44,4987,1742,792,821,2177673.2
2908,673,53,29,3153,3602,1740,789,563605.42
2909,500,123,9,4766,4443,865,226,368789.3
2910,911,141,20,1170,1574,106,1316,1149806.78
2911,76,294,10,3259,471,803,599,2069310.79
2912,329,193,41,1554,526,1025,1913,929447.5
2913,1095,16,48,567,724,1290,1696,242785.36
2914,1026,81,18,1997,3538,854,170,2870141.3
2915,922,281,44,3252,2735,1850,633,4279249.55
2916,388,184,32,965,4793,185,353,2656102.58
2917,270,176,49,2253,4960,391,1749,2923240.92
2918,747,259,34,1324,1388,417,1107,3723106.46
2919,934,156,15,56,4490,489,393,1331844.69
2920,873,165,12,2648,355,141,128,2752079.18
2921,531,218,47,208,4666,968,1540,1147778.54
2922,619,94,13,4343,4001,414,329,4621408.5
2923,958,171,25,2109,696,1750,1145,2553849.46
2924,484,223,27,3272,3718,1876,59,223641.57
2925,26,128,15,3789,383,837,441,1677475.4
2926,83,180,16,4345,170,340,998,2242676.24
2927,657,198,37,427,1350,378,113,1449850.25
2928,836,259,50,4375,4337,1642,1213,2844694.47
2929,354,111,50,3611,1781,1446,1777,749309.99
2930,770,45,4,1520,2917,1550,1915,402375.47
2931,304,268,50,1997,3211,1447,767,647539.69
2932,447,164,15,945,2511,782,243,3507174.57
2933,1018,105,20,2983,2694,555,200,4583838.06
2934,211,82,6,3178,4893,1433,972,4724875.04
2935,1017,297,37,3765,2373,481,922,1784892.23
2936,977,139,45,4636,3600,1073,295,596717.85
2937,588,161,35,1295,650,172,1312,1007859.86
2938,381,173,14,4095,3834,437,112,572472.26
2939,126,248,31,4282,2288,951,157,4896861.08
2940,293,27,34,3297,3324,967,229,4445081.22
2941,352,211,49,965,4598,1796,427,1784049.44
2942,548,185,39,334,2679,362,361,1878416.95
2943,248,289,27,1951,4788,603,508,4544877.32
2944,603,185,10,2939,2812,1202,1815,4593277.67
2945,228,199,48,1148,225,1258,14,3438480.91
2946,966,111,14,1101,692,1665,1324,3208058.32
2947,39,279,8,681,2053,28,846,1817550.2
2948,332,194,30,1318,1341,1625,713,2983017.24
2949,305,37,17,2571,2047,543,1429,888133.49
2950,812,58,31,1113,2541,1111,336,2916435.0
2951,347,214,25,2348,1646,724,798,3431398.47
2952,283,158,49,4516,3758,1018,957,4083607.2
