ShipmentID,DateKey,CustomerKey,ProductKey,VehicleKey,DriverKey,RouteKey,WarehouseKey,ShipmentStatus,QuantityUnits,ShipmentWeightKg,FreightCost,Revenue,DeliveryDelayDays
2242,704,306,176,81,50,78,47,In Transit,157,1528.93,18900.2,7531.62,4
2243,497,191,5,57,189,66,45,Delayed,68,2176.86,25016.3,56833.71,0
2244,323,357,12,106,67,25,25,Delivered,474,3487.91,18450.51,36203.61,3
2245,615,457,59,102,109,4,42,In Transit,186,4368.98,38559.05,43393.76,4
2246,329,449,299,70,145,41,18,Delivered,110,687.67,1425.69,24708.34,2
2247,133,68,250,65,99,63,30,In Transit,314,4197.9,25143.74,31769.33,5
2248,835,327,93,37,149,48,18,Delivered,180,3984.79,12740.02,13217.72,1
2249,651,267,111,68,160,55,7,In Transit,147,3713.53,12001.14,3792.5,5
2250,121,270,295,95,48,97,15,Delivered,366,2321.39,9659.08,50426.87,5
2251,606,362,17,75,166,2,30,Delivered,18,2820.64,25278.01,5341.11,2
2252,965,467,220,17,28,23,5,Delayed,454,2394.09,5777.01,43377.09,4
2253,129,360,299,7,188,48,5,In Transit,494,2558.51,26222.53,4997.21,5
2254,29,387,5,52,70,85,33,Delivered,287,3084.74,30362.18,59758.13,0
2255,722,128,129,35,58,15,6,In Transit,1,2467.71,44982.15,5545.09,5
2256,333,264,112,2,198,51,48,In Transit,6,2782.88,38390.74,76172.11,2
2257,944,221,24,40,181,24,40,Delivered,37,3311.08,32658.79,37046.06,2
2258,1048,242,29,37,10,20,4,Delivered,258,1362.11,40440.03,22129.56,5
2259,356,485,132,57,2,56,13,Delivered,58,3577.31,17903.03,13711.49,0
2260,139,244,44,101,153,38,42,Delivered,235,4851.57,26838.74,39969.97,5
2261,29,427,207,10,166,25,26,Delivered,421,984.35,4732.81,47742.08,1
2262,931,393,216,76,1,86,49,In Transit,432,4592.87,26367.67,4921.43,3
2263,496,19,244,81,80,52,20,In Transit,471,2122.21,19751.34,74678.95,4
2264,1014,396,31,46,90,51,32,Delivered,300,4579.18,45692.58,31968.58,3
2265,655,155,266,90,73,47,32,Delivered,300,2099.68,15434.65,63278.68,2
2266,828,229,11,5,13,68,50,Delivered,497,3572.91,34491.53,29278.94,1
2267,351,368,82,5,71,80,37,Delayed,283,2790.94,34537.45,33571.1,2
2268,554,58,156,120,1,64,44,In Transit,475,3750.41,35802.82,5721.25,4
2269,299,281,166,102,159,43,1,Delayed,37,3508.77,34207.51,30502.4,5
2270,64,45,208,111,195,71,25,Delivered,344,4795.39,44185.74,22000.89,5
2271,755,102,24,27,56,88,25,Delayed,347,1448.78,29999.92,62967.29,5
2272,770,48,295,5,147,98,1,Delivered,120,4650.43,42841.73,17969.15,4
2273,834,50,179,61,4,57,3,Delivered,95,1265.35,33843.63,77138.49,1
2274,166,81,50,8,28,39,39,Delivered,158,3933.11,44123.26,58612.6,4
2275,506,300,7,31,44,29,21,Delivered,88,2451.02,36571.84,46260.33,0
2276,793,59,100,97,30,26,43,In Transit,65,365.14,23156.22,35342.25,4
2277,833,161,81,21,36,14,25,Delivered,360,177.61,13893.12,51962.26,5
2278,858,103,241,99,181,64,21,Delivered,480,2604.31,45500.08,76716.0,2
2279,806,334,181,21,106,47,47,In Transit,143,178.48,7039.78,78917.99,1
2280,761,412,293,51,122,20,3,Delivered,280,4732.2,43543.07,3435.83,4
2281,833,274,83,79,187,7,40,Delivered,117,829.59,32785.31,42963.22,1
2282,283,183,54,100,196,82,29,Delivered,11,2427.87,30705.61,39548.43,2
2283,379,417,90,59,4,74,35,Delivered,363,1890.35,27048.08,68076.19,3
2284,198,116,203,2,11,94,22,Delivered,486,2625.1,14972.95,69733.93,4
2285,1015,362,31,30,53,67,23,Delivered,112,1046.21,30592.06,51917.15,1
2286,1024,399,193,58,124,53,13,In Transit,50,4332.39,24086.3,43677.22,4
2287,556,445,100,92,88,65,34,Delivered,30,68.9,20264.95,4782.57,3
2288,356,267,89,81,54,30,23,Delivered,18,2859.86,32242.46,66853.46,2
2289,1041,164,123,108,84,66,35,Delivered,111,1739.78,4551.76,9198.01,3
2290,639,143,47,20,45,15,19,Delivered,161,1074.99,30446.73,60754.42,4
2291,379,437,146,40,145,75,15,In Transit,362,1072.04,49881.75,32787.7,1
2292,680,318,3,29,64,96,15,Delivered,131,921.8,2615.27,43622.15,2
2293,506,304,18,5,186,70,26,Delivered,322,3015.23,23989.32,13599.49,5
2294,899,94,81,89,13,70,39,Delivered,267,4457.85,22955.31,6110.1,5
2295,76,250,153,10,179,92,3,Delivered,376,1991.82,4161.83,69851.75,5
2296,231,399,299,83,52,57,17,Delivered,341,828.29,24908.39,12178.58,0
2297,962,447,67,61,143,25,30,In Transit,279,267.71,7931.82,16717.58,3
2298,302,497,89,105,132,23,28,Delivered,498,4095.54,41195.93,3614.17,2
2299,726,343,135,112,82,12,34,Delivered,184,1115.46,45064.7,26237.96,1
2300,215,427,202,1,107,48,16,Delivered,65,3677.31,41291.06,28416.52,1
2301,69,306,179,47,9,10,43,Delivered,52,2650.57,46443.85,33231.38,4
2302,393,316,79,98,112,17,41,Delivered,263,3185.77,32540.84,45482.49,0
2303,267,240,85,57,120,52,11,Delivered,111,2882.1,42257.32,65934.35,4
2304,1093,59,21,14,67,2,24,Delivered,475,4759.94,25211.68,47609.29,5
2305,611,15,165,25,82,60,23,Delayed,337,516.88,39614.14,54978.51,3
2306,1009,285,28,90,185,57,25,In Transit,163,3293.08,47354.49,46148.7,1
2307,962,203,237,21,101,81,37,In Transit,400,578.99,19343.75,66242.08,2
2308,728,237,288,16,120,73,13,Delivered,307,974.81,41790.97,35644.78,3
2309,673,466,185,74,157,47,19,Delivered,181,3371.89,23968.58,26644.75,1
2310,423,296,155,32,175,71,45,Delivered,451,3096.5,30832.7,46859.22,0
2311,115,287,123,108,116,13,34,In Transit,332,2432.18,44197.18,33339.46,3
2312,220,73,87,45,114,74,2,In Transit,308,3867.74,44104.03,37600.53,1
2313,31,214,202,64,133,22,8,Delivered,342,3463.18,37236.95,40839.28,2
2314,617,11,40,84,111,28,5,Delivered,212,298.1,15969.41,38037.68,3
2315,539,337,169,73,198,55,11,Delivered,225,3273.98,4784.43,22210.8,4
2316,739,225,70,60,192,50,2,Delayed,199,1938.87,49345.09,32415.29,3
2317,1026,318,280,98,59,78,38,Delayed,183,2358.8,28640.13,76327.23,3
2318,871,203,27,95,35,19,32,Delivered,421,2619.45,5974.82,33750.51,3
2319,101,231,131,19,5,1,24,Delivered,263,1679.28,47990.65,16359.69,4
2320,1082,392,277,47,50,91,12,Delayed,151,2242.95,23134.7,4180.48,1
2321,692,51,295,95,60,68,38,Delivered,129,2807.86,48132.34,43279.87,1
2322,941,57,288,64,15,56,16,Delivered,248,299.92,18576.42,53908.56,1
2323,341,132,254,30,108,88,24,Delivered,233,2867.44,45512.7,41238.88,1
2324,861,420,85,47,115,14,50,Delivered,268,1743.57,42740.45,51878.09,3
2325,1044,403,9,88,103,64,41,Delivered,97,2864.89,23827.28,28928.57,2
2326,38,280,50,33,152,87,17,Delivered,251,2228.89,15960.94,6402.9,3
2327,660,297,1,82,21,69,32,Delivered,271,920.07,37154.06,34160.99,1
2328,928,305,4,21,2,84,20,Delivered,442,550.08,42595.61,41810.91,1
2329,1050,466,4,95,173,22,49,Delivered,283,4374.56,2612.29,61003.19,4
2330,454,225,90,63,82,44,35,In Transit,464,1979.49,11629.55,73845.38,3
2331,737,174,162,103,10,49,30,Delivered,335,3082.39,21779.95,58141.19,1
2332,819,292,155,42,173,99,47,Delivered,305,430.31,10789.85,48086.86,3
2333,773,266,15,61,165,36,42,In Transit,125,2058.48,13929.72,13011.02,5
2334,13,247,32,105,151,69,22,Delayed,447,3538.73,25980.51,2025.05,0
2335,915,78,63,115,173,97,31,Delivered,51,4845.23,19453.7,23564.57,0
2336,921,135,108,43,169,88,37,Delivered,152,2778.08,46755.61,12996.88,2
2337,825,140,14,68,65,34,24,Delivered,313,881.2,42172.08,14000.84,2
2338,371,342,23,26,61,37,24,In Transit,429,68.26,10806.73,69615.25,2
2339,332,253,111,33,118,89,13,In Transit,364,1774.09,47436.78,72571.94,5
2340,261,475,160,108,134,51,25,Delayed,50,2033.4,11238.97,76378.67,0
2341,697,176,41,33,193,37,31,In Transit,289,2494.09,30028.46,7838.56,4
2342,687,421,282,49,18,25,36,Delivered,206,24.9,15691.2,9229.88,3
2343,950,459,144,84,91,86,14,Delivered,75,3619.43,14592.85,20796.54,5
2344,387,420,288,41,112,5,20,Delivered,26,3277.7,27244.89,76760.54,2
2345,821,60,153,72,168,8,39,Delayed,372,94.56,47371.95,16063.86,3
2346,468,461,82,36,166,53,28,Delivered,460,1671.34,21235.22,55686.04,1
2347,69,352,226,72,173,27,25,Delayed,226,1843.39,14426.22,18849.2,1
2348,200,254,152,95,17,61,38,Delivered,121,1423.29,12890.05,63135.4,5
2349,216,8,259,119,141,99,43,Delayed,377,1483.98,15799.47,53697.52,2
2350,212,391,79,22,10,65,11,Delivered,101,2170.46,22510.54,44970.91,0
2351,508,107,195,106,31,84,18,In Transit,293,3512.36,43720.38,47421.22,3
2352,16,171,223,114,50,71,39,Delayed,233,3380.54,16081.16,78511.97,5
2353,884,58,266,47,123,45,19,Delivered,475,2054.61,13984.75,21509.11,1
2354,332,337,230,83,84,3,3,In Transit,80,3107.22,28923.18,43906.83,5
2355,717,342,150,20,151,61,41,Delayed,487,353.87,29763.0,45866.22,1
2356,551,430,136,87,45,50,46,Delivered,268,3848.3,22560.22,12326.95,4
2357,942,290,123,24,166,48,49,Delivered,47,2210.35,9934.99,15959.54,3
2358,256,84,110,43,139,73,27,Delivered,285,452.87,9959.03,51332.54,4
2359,992,117,143,88,136,47,23,In Transit,450,1871.57,26249.16,33777.89,3
2360,728,200,70,100,78,14,35,Delivered,262,3543.31,14602.5,78461.69,2
2361,880,22,54,73,128,19,38,Delivered,374,620.77,8075.43,17876.24,2
2362,815,219,40,104,13,91,43,Delivered,266,4074.72,1808.08,36985.76,5
2363,649,226,197,16,162,62,13,Delayed,481,3542.52,7147.22,7184.48,1
2364,1000,405,27,27,193,6,26,In Transit,130,420.25,41642.23,10746.43,3
2365,471,271,299,45,101,7,14,Delivered,82,4893.11,8213.57,42478.59,1
2366,690,389,180,37,10,90,35,Delivered,305,4718.01,634.05,40462.18,2
2367,700,102,46,13,94,13,41,Delivered,144,665.03,19872.4,61419.26,3
2368,507,145,142,51,76,46,6,Delivered,454,1018.43,46443.74,19584.95,2
2369,992,456,98,2,119,33,43,In Transit,463,1740.0,26315.47,6290.58,2
2370,1010,147,126,76,36,97,8,Delivered,398,4948.54,1009.17,20068.56,0
2371,804,261,58,105,4,41,40,Delayed,191,3528.53,35609.05,54675.49,5
2372,831,279,177,97,122,73,47,Delivered,259,4573.04,20334.4,55745.06,3
2373,214,339,207,87,149,79,15,Delivered,425,1383.2,38552.88,30198.42,3
2374,169,14,285,59,125,69,8,Delivered,8,4350.7,30043.83,37982.75,4
2375,978,266,154,14,189,29,45,Delivered,103,556.74,7403.53,78889.56,1
2376,146,287,27,103,94,7,47,Delivered,430,4977.45,23858.2,70757.75,3
2377,516,141,163,49,38,95,16,In Transit,37,537.74,27983.46,46020.4,4
2378,453,383,250,30,76,54,29,Delivered,83,2184.19,25270.48,26039.76,4
2379,60,406,188,119,39,98,34,Delivered,367,4100.17,39488.46,68803.66,3
2380,528,293,90,110,89,11,29,Delayed,491,4255.92,42556.08,48213.16,2
2381,1024,423,131,113,54,42,35,Delivered,247,4316.0,33498.6,68617.06,1
2382,474,394,298,98,62,83,48,In Transit,374,1437.09,2347.6,55184.0,3
2383,757,31,13,9,19,5,10,Delivered,322,3304.12,17947.65,28006.62,5
2384,782,171,29,79,2,87,1,Delayed,37,1055.05,18758.46,62803.91,5
2385,433,355,265,24,150,47,5,Delivered,421,2473.48,11512.95,36570.29,4
2386,401,205,32,112,94,2,3,In Transit,259,4240.81,21667.67,14906.13,2
2387,57,478,150,41,57,43,39,Delivered,492,2053.1,9791.83,54794.2,2
2388,1003,482,86,60,100,4,50,Delivered,444,554.13,37901.1,47636.11,5
2389,186,420,58,89,3,81,14,Delivered,98,123.95,41803.85,45810.93,1
2390,398,291,57,100,23,95,46,Delivered,98,4499.95,46752.29,44466.6,2
2391,605,111,25,32,4,63,27,Delivered,383,621.1,1199.12,35614.76,4
2392,788,68,190,47,156,59,46,Delivered,108,4380.84,27170.42,74448.57,5
2393,158,183,76,21,78,30,29,Delivered,293,473.7,10850.06,78944.36,3
2394,589,373,225,42,198,2,1,In Transit,368,1211.95,26773.48,65289.13,1
2395,466,196,183,103,70,88,18,Delivered,236,3642.97,4003.57,50801.04,5
2396,446,126,154,70,169,74,3,Delivered,123,877.75,38380.83,61835.24,3
2397,801,175,269,111,165,92,26,Delivered,161,4417.77,15097.31,66127.27,2
2398,929,262,278,89,7,43,21,Delivered,214,1128.73,28550.57,19650.4,2
2399,17,375,23,2,1,96,24,In Transit,239,1843.75,39929.78,32612.4,5
2400,731,412,14,31,88,97,45,Delivered,249,4335.51,21990.37,73854.05,5
2401,326,286,94,56,162,18,47,Delivered,449,1717.98,49645.84,22574.02,3
2402,995,155,52,30,180,24,20,Delayed,301,2945.33,40356.82,68772.76,2
2403,613,69,41,63,10,37,29,In Transit,432,1623.06,21470.08,46257.92,4
2404,546,108,164,15,119,30,18,Delivered,64,2395.89,35378.21,54674.66,3
2405,596,423,6,18,188,69,3,Delivered,60,2355.0,33647.84,64877.82,4
2406,921,35,138,32,134,59,47,Delivered,147,2380.99,2648.37,72525.44,2
2407,842,359,99,14,196,23,50,Delivered,443,1837.65,18851.98,50916.47,1
2408,344,44,224,62,200,30,33,Delivered,298,3614.01,26515.84,50209.71,4
2409,859,143,30,82,110,68,18,Delivered,357,1718.01,21044.1,58710.69,5
2410,445,211,225,99,125,41,37,Delivered,15,685.83,9506.05,15122.74,2
2411,222,478,261,52,176,51,21,In Transit,307,2988.75,33246.65,50587.8,0
2412,592,486,247,22,45,88,44,Delivered,338,1394.07,49404.1,61689.07,2
2413,1031,416,79,14,140,67,19,Delivered,381,198.64,17364.58,11639.87,4
2414,1018,488,185,102,103,15,23,Delivered,208,230.65,48024.0,15992.12,0
2415,16,285,299,78,111,56,20,Delivered,291,2442.47,37945.42,51244.41,1
2416,524,447,180,34,70,65,24,In Transit,316,4841.23,16746.43,27905.12,5
2417,803,6,77,86,117,74,19,Delivered,103,393.8,21273.6,49943.41,0
2418,21,218,262,80,149,90,26,Delivered,267,1659.94,31537.9,37722.39,2
2419,228,27,229,56,110,55,33,Delivered,391,201.13,37514.86,36614.87,2
2420,1008,227,2,112,119,76,32,Delivered,158,3158.57,37471.08,36285.96,4
2421,809,284,17,53,75,65,35,Delivered,46,2894.42,32235.62,27842.68,3
2422,404,389,12,49,36,2,25,In Transit,261,1420.57,6066.01,34001.33,4
2423,1090,425,182,63,87,11,33,In Transit,66,3800.36,42781.25,3828.17,1
2424,437,56,7,16,101,76,24,Delivered,301,150.51,13728.57,26005.22,5
2425,829,368,246,80,23,92,49,Delayed,1,632.89,9177.13,25993.16,4
2426,934,310,157,40,183,97,9,In Transit,383,295.44,11000.54,46578.57,5
2427,259,336,174,38,155,42,37,In Transit,403,1693.69,2501.48,51351.2,2
2428,103,105,181,18,148,3,37,Delivered,55,2528.82,36920.81,35591.68,0
2429,993,18,281,23,15,41,11,In Transit,113,1452.33,3069.47,9250.36,3
2430,769,205,237,110,42,49,21,In Transit,175,1577.6,2569.0,69302.29,3
2431,813,43,157,48,132,83,17,Delivered,151,2871.27,579.28,65267.34,3
2432,226,89,251,104,29,82,16,In Transit,166,1209.11,734.6,46288.8,2
2433,943,74,221,82,183,37,5,In Transit,272,1390.81,34158.42,37038.12,4
2434,463,157,223,46,49,92,44,In Transit,14,4507.7,25020.49,66712.36,2
2435,237,266,211,113,71,95,46,Delayed,452,3638.76,33779.8,62806.94,3
2436,1050,134,134,22,75,7,10,Delivered,250,2526.68,11972.1,49052.32,5
2437,506,464,259,54,54,38,13,Delivered,262,3520.92,36113.45,27704.22,0
2438,814,89,35,40,161,58,47,Delivered,260,2209.62,15922.65,49515.74,5
2439,767,236,183,30,96,5,6,Delivered,325,4561.72,25106.19,6268.91,2
2440,634,132,161,112,104,61,37,Delivered,291,886.53,43192.34,15690.21,4
2441,991,229,93,55,37,83,16,Delivered,154,858.95,3703.06,74566.07,1
2442,618,34,197,56,135,77,6,Delivered,393,301.89,42834.56,73833.38,1
2443,273,83,206,42,24,39,29,Delivered,433,904.15,16909.63,30678.15,1
2444,232,417,18,42,55,28,25,In Transit,247,1106.18,12658.99,21236.14,2
2445,768,132,234,62,139,57,23,Delivered,197,4303.75,42516.1,69254.85,1
2446,496,428,66,117,108,2,11,Delivered,153,2544.98,34902.53,66630.82,2
2447,1048,354,244,82,172,70,29,Delivered,301,1033.25,15151.64,78381.21,2
2448,502,204,276,53,90,79,21,In Transit,82,4259.15,34994.15,31788.8,5
2449,25,287,199,82,193,28,26,Delivered,358,384.85,45222.55,62188.85,5
2450,288,336,18,105,6,37,41,Delivered,158,1423.69,43589.02,50209.71,1
2451,338,450,72,53,31,89,37,In Transit,60,4693.06,40408.98,8783.67,0
2452,1061,497,155,64,171,96,11,In Transit,288,4842.35,49839.3,59954.1,2
2453,137,442,170,1,107,55,38,Delayed,99,1854.95,8858.99,17748.84,3
2454,508,316,282,112,12,100,24,In Transit,84,4024.63,37595.77,20848.19,3
2455,227,258,151,106,193,94,17,Delivered,287,783.7,15074.11,72748.85,4
2456,320,292,261,79,180,88,9,Delivered,468,4456.04,46627.58,31714.25,5
2457,916,454,80,69,70,82,8,Delivered,91,3963.47,4483.15,66464.45,2
2458,86,125,106,27,30,1,30,Delivered,434,3294.29,33549.16,30690.26,1
2459,926,444,11,17,119,3,7,Delivered,61,4189.41,10498.46,17351.01,4
2460,53,151,208,63,126,71,37,Delivered,145,2814.64,49530.59,16526.84,4
2461,860,359,130,41,55,97,49,Delivered,179,1665.27,26222.36,34266.51,0
2462,867,247,171,58,39,85,23,In Transit,143,3326.49,26889.16,30798.31,0
2463,433,175,33,57,82,14,9,Delivered,254,3322.15,26602.62,22196.48,0
2464,999,372,24,96,6,48,19,Delayed,140,2901.3,38061.92,29608.5,2
2465,100,492,197,38,184,37,44,Delivered,11,3937.4,48584.29,12222.01,4
2466,990,357,46,90,8,3,8,In Transit,362,271.84,48051.0,2178.66,2
2467,599,302,274,66,55,49,48,In Transit,72,3197.07,12048.76,47316.9,0
2468,403,80,231,92,105,56,46,Delivered,67,2886.11,28158.11,79029.39,5
2469,396,107,133,45,16,89,14,In Transit,225,1106.78,27520.84,22179.74,0
2470,415,300,264,23,120,60,28,In Transit,116,440.65,6664.49,22641.55,3
2471,939,403,85,114,130,97,35,Delivered,25,2352.17,35007.28,78370.31,0
2472,677,305,5,20,64,13,7,Delivered,294,1273.92,38075.59,57004.51,0
2473,463,344,269,36,11,53,6,Delayed,361,3863.64,43530.73,76228.09,3
2474,541,58,221,42,88,50,30,Delivered,465,2454.52,36908.78,14225.51,2
2475,84,91,194,119,4,97,37,Delivered,96,4808.5,6374.31,7304.63,1
2476,271,135,69,22,131,93,16,Delayed,177,4778.99,45988.67,17189.08,5
2477,244,350,288,60,15,19,43,Delivered,22,4407.23,10939.4,55773.75,2
2478,388,169,176,11,104,26,1,Delivered,235,3150.61,30674.36,73436.54,0
2479,214,334,239,28,68,53,42,Delayed,195,2995.0,32422.08,2868.71,5
2480,818,122,179,45,171,57,17,In Transit,408,1093.53,8024.04,43689.52,2
2481,59,500,256,119,81,38,7,Delivered,212,3588.47,17493.86,4035.63,4
2482,883,236,211,22,9,9,35,Delayed,446,4572.34,15341.58,75470.31,4
2483,843,399,227,81,25,46,5,Delivered,143,1570.96,35634.97,27431.18,2
2484,924,76,72,63,65,94,27,Delayed,301,4217.86,31437.26,63746.44,1
2485,123,309,65,31,104,86,30,Delivered,365,2054.37,21410.65,17017.16,4
2486,439,477,166,11,66,4,44,Delivered,41,4774.81,8686.22,32732.45,4
2487,1022,23,214,36,183,71,42,Delivered,390,1995.59,37081.36,55710.9,0
2488,562,333,17,78,173,82,35,Delivered,306,3862.93,46976.77,57019.19,0
2489,118,73,173,35,33,50,16,Delivered,369,4049.41,29064.19,70743.84,1
2490,905,88,129,23,22,70,6,Delayed,298,3557.82,45646.74,59916.78,1
2491,395,103,3,29,42,93,16,Delivered,194,1915.46,40644.96,28540.15,1
2492,876,94,248,23,155,5,8,Delivered,126,784.47,47532.64,32404.99,5
2493,935,449,70,108,11,70,20,Delivered,97,504.79,17294.38,50825.95,4
2494,952,316,52,100,42,34,31,Delivered,78,472.83,31791.18,40298.22,5
2495,75,266,259,16,78,98,20,Delayed,444,3848.71,11808.4,18455.93,1
2496,295,253,239,103,104,65,9,Delivered,136,1908.87,37027.54,38131.55,4
2497,21,358,94,84,22,18,30,Delivered,82,1904.68,49216.1,41581.74,2
2498,1039,58,47,89,137,27,13,Delayed,393,1012.75,16418.81,44457.1,0
2499,560,431,75,19,57,10,26,Delivered,239,1076.64,3744.63,10511.69,1
2500,372,399,91,90,83,2,2,Delivered,377,1907.51,48680.87,23960.51,4
2501,818,9,86,96,31,83,41,Delivered,185,1064.23,2043.75,77148.07,1
2502,1093,13,6,63,18,91,45,Delivered,458,3172.47,18528.38,74185.6,5
2503,846,407,230,50,140,61,46,Delayed,27,4257.17,28207.43,16895.64,2
2504,521,417,43,85,168,22,24,Delivered,102,3394.02,39205.72,41361.78,3
2505,371,393,198,73,122,10,13,Delivered,168,1486.21,11219.18,19498.0,5
2506,101,131,182,43,101,59,16,Delivered,202,1614.33,3176.11,66853.66,3
2507,661,222,169,19,173,91,18,Delivered,211,3082.21,34996.8,46318.9,1
2508,968,329,203,113,177,12,16,Delivered,491,3092.7,5306.96,67345.65,1
2509,243,372,194,85,129,63,2,Delivered,412,3756.56,12570.96,32442.95,5
2510,753,153,31,18,98,15,1,Delivered,461,4681.01,13754.29,29057.09,4
2511,512,381,102,6,135,63,10,Delivered,217,1132.4,41970.44,36089.93,0
2512,849,367,64,35,130,65,25,Delivered,409,1454.37,29184.06,38825.22,5
2513,555,472,91,14,121,38,14,Delivered,382,3603.65,22858.68,62626.08,5
2514,226,480,250,64,86,88,17,Delivered,394,607.3,1769.39,23494.52,3
2515,214,71,183,9,4,6,18,Delivered,159,1211.67,25651.74,41630.62,3
2516,718,420,280,35,173,93,7,Delivered,367,1156.06,35776.93,72048.79,3
2517,67,345,205,2,174,6,21,In Transit,389,1067.74,48844.61,32891.09,0
2518,396,20,89,115,195,38,29,Delivered,334,3525.04,24395.9,60465.28,3
2519,612,81,293,6,9,48,27,Delivered,335,969.4,28069.26,11114.76,0
2520,1036,438,285,99,185,15,49,Delivered,412,4300.44,16410.66,8886.58,3
2521,770,228,159,25,16,72,4,Delivered,73,2811.52,40880.06,25392.68,5
2522,407,346,130,73,51,29,12,Delivered,490,2596.07,27247.05,32126.5,5
2523,925,19,248,50,52,2,22,Delivered,72,1944.1,19118.82,36258.7,3
2524,647,444,140,95,137,75,40,Delivered,364,1179.18,6265.93,49750.99,5
2525,222,165,189,7,83,73,34,Delivered,141,805.88,44647.84,70253.08,4
2526,654,368,91,63,134,16,26,In Transit,71,987.35,40170.5,14118.67,4
2527,428,387,56,28,44,58,28,Delivered,196,4682.76,10760.08,2327.38,2
2528,977,107,226,2,117,88,19,Delivered,405,3105.56,43817.45,66558.44,4
2529,1006,377,165,65,134,34,31,Delivered,145,2429.96,28085.46,13120.52,3
2530,371,348,36,101,5,43,14,In Transit,53,132.88,38641.62,2162.45,3
2531,850,214,29,59,174,24,23,Delivered,2,4729.52,32738.22,5750.25,2
2532,856,239,80,24,27,25,17,Delivered,161,3750.54,3973.38,59600.44,2
2533,229,147,169,62,114,41,23,Delayed,491,932.02,12813.03,61071.38,1
2534,280,181,33,99,45,33,17,Delivered,418,2060.35,21425.47,17775.76,4
2535,1071,430,93,71,169,43,8,In Transit,491,3157.49,6027.98,24966.25,0
2536,975,336,112,38,90,17,38,Delivered,392,881.97,18948.26,39745.72,0
2537,758,440,209,93,28,7,10,Delayed,237,2438.69,2284.86,21598.31,1
2538,1048,198,194,62,182,59,30,Delivered,486,3555.48,44235.58,69775.96,5
2539,321,485,264,65,32,27,7,Delivered,476,749.18,2638.46,23596.13,0
2540,274,287,247,119,53,36,2,Delivered,255,1252.45,27644.01,52604.03,1
2541,556,53,118,51,71,19,47,In Transit,457,2465.18,34634.11,9055.08,2
2542,844,369,228,94,30,15,22,Delayed,306,3487.93,14994.47,36370.96,3
2543,668,240,9,52,53,70,5,Delivered,129,2810.06,605.82,4760.95,2
2544,1000,290,199,110,159,57,3,In Transit,117,1064.07,27920.57,37788.93,0
2545,380,287,277,96,140,100,9,In Transit,94,4118.38,23518.49,1080.33,4
2546,711,188,129,74,9,69,5,In Transit,301,2606.86,9751.76,2686.49,5
2547,746,395,62,98,67,53,20,Delivered,32,562.35,5060.73,43258.23,0
2548,675,484,2,63,165,69,29,Delivered,62,1136.3,39989.35,1864.02,4
2549,116,6,172,11,114,2,6,Delivered,351,4840.93,10153.52,64477.95,0
2550,605,283,245,48,156,18,4,In Transit,324,3480.6,21537.01,24262.15,0
2551,1066,263,88,113,154,32,36,In Transit,164,1666.13,39499.84,10314.08,1
2552,379,49,83,101,83,29,21,In Transit,143,1220.65,45813.08,41215.34,5
2553,466,352,5,54,149,49,17,Delivered,376,2326.56,20226.06,62873.24,0
2554,280,200,39,91,101,84,15,Delivered,114,807.32,23559.49,71330.4,5
2555,618,60,75,50,10,83,27,Delivered,78,1167.57,35674.35,62430.85,0
2556,118,33,101,112,80,80,39,In Transit,433,3483.22,8080.17,46767.92,4
2557,309,303,141,74,24,75,19,Delivered,18,4270.12,42067.02,74313.94,2
2558,100,244,93,38,25,60,43,Delivered,139,315.04,13966.99,36420.69,1
2559,261,172,119,86,180,28,3,Delivered,461,2965.95,21102.04,54987.54,2
2560,993,207,288,88,90,86,28,Delivered,336,2974.11,46950.92,19531.76,2
2561,286,375,109,8,129,27,47,In Transit,143,1916.52,48523.81,33677.41,5
2562,328,283,43,6,53,81,22,In Transit,203,3924.06,21957.19,34282.99,0
2563,63,478,136,119,196,8,49,Delivered,395,2500.86,13806.53,2908.82,4
2564,687,22,217,68,107,72,6,In Transit,249,719.95,7286.0,20349.16,5
2565,738,47,156,69,24,23,31,Delivered,475,3146.31,8199.63,33596.85,3
2566,1031,349,39,6,27,32,5,In Transit,439,3003.86,25754.98,34501.21,2
2567,639,489,282,111,107,15,13,Delivered,443,4965.4,34446.15,73329.73,0
2568,936,432,26,32,155,91,49,Delivered,324,1100.71,18461.22,66981.75,2
2569,476,158,32,38,88,68,34,In Transit,474,3033.87,12331.43,40069.01,5
2570,53,258,46,115,193,40,50,Delivered,63,2863.29,653.74,55013.68,2
2571,754,143,156,57,124,96,10,Delivered,380,1622.11,14877.77,28818.58,0
2572,486,47,244,84,39,57,40,Delivered,185,3822.94,31675.15,16569.93,4
2573,409,27,35,104,77,47,40,Delayed,154,1863.31,37179.84,15022.68,2
2574,1031,455,278,109,84,10,50,Delivered,399,3300.15,40829.84,6150.91,5
2575,668,27,242,100,102,56,44,Delivered,362,1979.7,26349.16,38537.68,2
2576,835,469,259,64,164,92,28,Delivered,333,3967.86,46156.11,63670.21,2
2577,876,397,46,54,76,52,21,Delivered,342,4989.44,39567.99,12226.09,0
2578,367,439,237,113,197,96,37,Delivered,368,3442.68,39428.68,58086.69,3
2579,1002,145,8,14,5,96,36,Delivered,104,3910.77,1360.88,39472.55,5
2580,250,75,260,64,81,63,28,Delivered,85,291.67,2919.11,26030.1,3
